n 200 
m 3077
e 1 8
e 1 25
e 1 37
e 1 40
e 1 44
e 1 45
e 1 51
e 1 65
e 1 70
e 1 71
e 1 83
e 1 96
e 1 97
e 1 103
e 1 105
e 1 113
e 1 122
e 1 135
e 1 136
e 1 139
e 1 140
e 1 147
e 1 149
e 1 154
e 1 155
e 1 156
e 1 158
e 1 166
e 1 171
e 1 175
e 1 190
e 1 191
e 2 4
e 2 10
e 2 11
e 2 13
e 2 28
e 2 34
e 2 35
e 2 53
e 2 60
e 2 68
e 2 76
e 2 101
e 2 104
e 2 127
e 2 129
e 2 139
e 2 140
e 2 141
e 2 157
e 2 162
e 2 164
e 2 171
e 2 180
e 2 182
e 3 10
e 3 17
e 3 28
e 3 32
e 3 33
e 3 40
e 3 42
e 3 47
e 3 49
e 3 54
e 3 57
e 3 69
e 3 79
e 3 81
e 3 82
e 3 104
e 3 112
e 3 131
e 3 147
e 3 148
e 3 157
e 3 159
e 3 164
e 3 168
e 3 170
e 3 172
e 3 173
e 3 180
e 3 182
e 3 184
e 3 189
e 3 193
e 4 19
e 4 33
e 4 34
e 4 51
e 4 56
e 4 79
e 4 84
e 4 87
e 4 90
e 4 104
e 4 105
e 4 113
e 4 123
e 4 139
e 4 165
e 4 166
e 4 168
e 4 169
e 4 178
e 4 184
e 4 191
e 4 200
e 5 16
e 5 27
e 5 30
e 5 34
e 5 39
e 5 43
e 5 44
e 5 47
e 5 53
e 5 55
e 5 69
e 5 82
e 5 89
e 5 90
e 5 91
e 5 93
e 5 96
e 5 117
e 5 136
e 5 154
e 5 159
e 5 164
e 5 172
e 5 174
e 5 178
e 5 188
e 5 199
e 6 8
e 6 11
e 6 15
e 6 20
e 6 26
e 6 29
e 6 32
e 6 35
e 6 44
e 6 47
e 6 48
e 6 51
e 6 56
e 6 57
e 6 59
e 6 79
e 6 81
e 6 86
e 6 88
e 6 94
e 6 95
e 6 111
e 6 112
e 6 114
e 6 116
e 6 118
e 6 134
e 6 142
e 6 153
e 6 154
e 6 163
e 6 177
e 6 193
e 7 10
e 7 12
e 7 14
e 7 15
e 7 21
e 7 27
e 7 34
e 7 36
e 7 48
e 7 57
e 7 65
e 7 70
e 7 75
e 7 81
e 7 82
e 7 85
e 7 88
e 7 93
e 7 96
e 7 101
e 7 108
e 7 112
e 7 113
e 7 119
e 7 123
e 7 134
e 7 135
e 7 148
e 7 167
e 7 174
e 7 185
e 7 192
e 7 197
e 7 198
e 8 9
e 8 11
e 8 21
e 8 28
e 8 47
e 8 60
e 8 65
e 8 69
e 8 76
e 8 86
e 8 89
