n 200 
m 2961
e 1 9
e 1 18
e 1 28
e 1 29
e 1 38
e 1 41
e 1 48
e 1 64
e 1 67
e 1 68
e 1 75
e 1 80
e 1 94
e 1 95
e 1 97
e 1 99
e 1 100
e 1 101
e 1 110
e 1 112
e 1 115
e 1 118
e 1 122
e 1 124
e 1 125
e 1 141
e 1 169
e 1 172
e 1 176
e 1 183
e 1 186
e 1 188
e 2 3
e 2 6
e 2 19
e 2 33
e 2 34
e 2 43
e 2 49
e 2 52
e 2 60
e 2 61
e 2 69
e 2 73
e 2 74
e 2 82
e 2 88
e 2 89
e 2 101
e 2 114
e 2 116
e 2 121
e 2 122
e 2 131
e 2 136
e 2 137
e 2 143
e 2 147
e 2 148
e 2 149
e 2 152
e 2 154
e 2 158
e 2 167
e 2 169
e 2 170
e 2 179
e 2 181
e 2 191
e 2 193
e 2 194
e 2 195
e 3 5
e 3 6
e 3 21
e 3 30
e 3 45
e 3 52
e 3 57
e 3 58
e 3 71
e 3 76
e 3 80
e 3 84
e 3 92
e 3 93
e 3 97
e 3 100
e 3 117
e 3 125
e 3 139
e 3 140
e 3 145
e 3 155
e 3 165
e 3 167
e 3 180
e 3 197
e 4 37
e 4 38
e 4 48
e 4 51
e 4 58
e 4 65
e 4 70
e 4 80
e 4 86
e 4 101
e 4 116
e 4 117
e 4 126
e 4 128
e 4 132
e 4 140
e 4 144
e 4 149
e 4 154
e 4 178
e 4 181
e 4 194
e 4 197
e 4 198
e 5 16
e 5 31
e 5 36
e 5 43
e 5 62
e 5 69
e 5 76
e 5 79
e 5 87
e 5 93
e 5 112
e 5 141
e 5 147
e 5 152
e 5 155
e 5 160
e 5 165
e 5 169
e 5 173
e 5 176
e 5 180
e 5 184
e 5 192
e 5 197
e 6 8
e 6 16
e 6 18
e 6 19
e 6 24
e 6 33
e 6 40
e 6 42
e 6 45
e 6 54
e 6 58
e 6 69
e 6 70
e 6 71
e 6 72
e 6 75
e 6 76
e 6 77
e 6 78
e 6 84
e 6 92
e 6 95
e 6 104
e 6 112
e 6 113
e 6 118
e 6 128
e 6 140
e 6 144
e 6 147
e 6 149
e 6 151
e 6 159
e 6 163
e 6 166
e 6 171
e 6 178
e 7 11
e 7 29
e 7 33
e 7 39
e 7 48
e 7 52
e 7 54
e 7 59
e 7 60
e 7 70
e 7 84
e 7 85
e 7 89
e 7 100
e 7 110
e 7 123
e 7 131
e 7 140
e 7 141
e 7 153
e 7 156
e 7 170
e 7 182
e 7 193
e 7 197
e 8 14
e 8 15
e 8 40
e 8 43
e 8 45
e 8 46
e 8 56
e 8 67
e 8 70
e 8 77
e 8 81
e 8 83
e 8 104
e 8 111
e 8 127
e 8 134
e 8 145
e 8 158
e 8 161
e 8 169
e 8 171
