n 200 
m 525
e 1 56
e 1 124
e 1 147
e 2 44
e 2 63
e 2 106
e 2 117
e 2 171
e 3 78
e 3 155
e 3 158
e 3 187
e 4 32
e 4 52
e 4 129
e 4 185
e 4 192
e 5 125
e 6 9
e 6 25
e 6 39
e 6 66
e 6 146
e 7 19
e 7 33
e 7 46
e 7 96
e 8 84
e 8 126
e 8 164
e 8 199
e 9 50
e 9 55
e 9 78
e 10 50
e 10 59
e 10 134
e 10 162
e 10 186
e 11 13
e 11 58
e 11 132
e 12 62
e 12 106
e 12 139
e 12 151
e 12 171
e 12 188
e 12 192
e 13 73
e 13 88
e 13 124
e 13 169
e 14 16
e 14 65
e 14 104
e 14 131
e 14 149
e 14 153
e 14 162
e 15 35
e 15 71
e 15 77
e 15 185
e 16 22
e 16 63
e 16 71
e 16 79
e 16 127
e 16 132
e 16 196
e 17 53
e 17 137
e 17 146
e 17 157
e 18 38
e 18 63
e 18 117
e 18 143
e 18 146
e 18 168
e 18 177
e 19 21
e 19 52
e 19 81
e 19 146
e 19 174
e 19 182
e 19 188
e 20 46
e 20 58
e 20 104
e 21 24
e 21 46
e 21 88
e 21 96
e 21 118
e 21 171
e 22 30
e 22 69
e 22 104
e 22 119
e 22 138
e 22 169
e 23 67
e 23 71
e 23 93
e 23 103
e 23 146
e 23 166
e 24 30
e 24 44
e 24 51
e 24 79
e 24 124
e 24 150
e 25 52
e 25 196
e 26 112
e 26 147
e 26 154
e 26 180
e 27 32
e 27 107
e 27 188
e 28 31
e 28 43
e 28 56
e 28 185
e 29 149
e 29 151
e 29 161
e 29 188
e 30 71
e 30 132
e 30 167
e 30 178
e 30 188
e 30 190
e 31 32
e 31 132
e 31 134
e 31 173
e 32 83
e 32 103
e 32 135
e 32 187
e 33 54
e 33 70
e 33 130
e 33 149
e 34 39
e 34 89
e 34 100
e 34 104
e 34 114
e 34 139
e 34 159
e 34 199
e 35 96
e 35 139
e 35 150
e 36 121
e 36 155
e 37 63
e 37 118
e 37 153
e 37 192
e 37 197
e 38 65
e 38 108
e 38 130
e 38 187
e 39 93
e 39 135
e 40 55
e 40 92
e 40 93
e 40 161
e 40 165
e 40 181
e 41 51
e 41 71
e 41 78
e 41 87
e 41 111
e 41 124
e 41 147
e 42 89
e 42 102
e 42 127
e 42 157
e 42 165
e 42 184
e 43 137
e 43 170
e 43 177
e 43 185
e 43 192
e 44 48
e 44 127
e 44 133
e 44 152
e 44 183
e 45 73
e 45 130
e 45 134
e 46 55
e 46 61
e 46 81
e 46 104
e 46 112
e 46 119
e 46 182
e 46 192
e 46 199
e 48 90
e 48 100
e 48 107
e 49 108
e 50 54
e 50 68
e 50 98
e 50 152
e 50 156
e 50 178
e 52 61
e 52 72
e 52 75
e 52 85
e 52 143
e 52 179
e 52 186
e 52 197
e 53 74
e 53 83
e 53 86
e 53 104
e 53 114
e 53 119
e 53 131
e 53 136
e 53 153
e 53 172
e 55 101
e 56 94
e 56 125
e 56 196
e 57 63
e 57 112
e 57 135
e 57 192
e 58 64
e 58 83
e 58 102
e 58 111
e 58 131
e 58 136
e 58 171
e 58 184
e 58 189
e 59 89
e 59 136
e 59 143
e 59 147
e 61 98
e 61 120
e 61 137
e 61 139
e 61 166
e 62 74
e 62 164
e 62 175
e 63 87
e 63 151
e 63 152
e 63 188
e 64 93
e 64 112
e 64 150
e 64 169
e 64 179
e 64 182
e 65 88
e 65 120
e 65 128
e 65 190
e 66 123
e 67 86
e 67 100
e 67 105
e 67 162
e 67 182
e 67 193
e 68 127
e 69 87
e 69 112
e 69 172
e 70 93
e 70 99
e 70 123
e 70 138
e 71 73
e 71 90
e 71 110
e 71 111
e 71 175
e 71 187
e 72 75
e 72 80
e 72 104
e 72 128
e 72 134
e 72 161
e 72 196
e 73 96
e 73 110
e 73 120
e 73 135
e 73 151
e 73 168
e 74 131
e 74 179
e 75 79
e 75 87
e 75 135
e 75 167
e 75 176
e 75 196
e 77 110
e 77 119
e 77 120
e 77 121
e 77 185
e 77 198
e 78 94
e 80 146
e 81 173
e 82 136
e 82 173
e 82 199
e 83 134
e 83 152
e 83 179
e 83 195
e 84 93
e 84 116
e 84 187
e 85 88
e 85 94
e 85 103
e 85 123
e 86 200
e 88 124
e 88 143
e 88 158
e 88 164
e 88 169
e 89 100
e 89 132
e 89 136
e 89 164
e 89 173
e 89 186
e 89 197
e 90 103
e 90 118
e 90 122
e 90 151
e 90 171
e 90 173
e 91 143
e 91 155
e 93 111
e 93 118
e 93 136
e 93 180
e 94 99
e 94 120
e 94 129
e 94 146
e 94 166
e 94 180
e 94 185
e 95 120
e 95 125
e 95 170
e 96 142
e 96 146
e 96 151
e 96 164
e 96 189
e 97 138
e 97 169
e 98 110
e 99 169
e 100 101
e 100 149
e 100 152
e 101 180
e 101 181
e 102 135
e 102 145
e 103 111
e 103 129
e 103 196
e 104 141
e 104 149
e 104 194
e 104 197
e 105 116
e 105 123
e 105 171
e 106 111
e 107 136
e 108 121
e 108 124
e 108 142
e 108 194
e 109 175
e 109 182
e 109 186
e 109 188
e 109 196
e 110 122
e 110 190
e 111 131
e 111 141
e 111 142
e 111 176
e 111 188
e 112 118
e 112 137
e 113 138
e 113 195
e 113 196
e 114 151
e 114 161
e 114 197
e 115 197
e 116 154
e 116 162
e 116 174
e 117 158
e 117 170
e 118 157
e 119 152
e 119 153
e 119 164
e 120 139
e 120 176
e 120 180
e 120 199
e 121 151
e 121 194
e 122 140
