n 200 
m 946
e 1 30
e 1 32
e 1 68
e 1 74
e 1 133
e 1 142
e 1 146
e 1 150
e 1 166
e 1 168
e 1 200
e 2 16
e 2 32
e 2 47
e 2 59
e 2 72
e 2 73
e 2 75
e 2 77
e 2 98
e 2 114
e 2 151
e 2 189
e 2 190
e 3 14
e 3 58
e 3 67
e 3 78
e 3 106
e 3 119
e 3 161
e 4 8
e 4 15
e 4 19
e 4 25
e 4 130
e 4 136
e 4 170
e 4 171
e 4 180
e 5 22
e 5 23
e 5 28
e 5 62
e 5 82
e 5 83
e 5 91
e 5 99
e 5 107
e 5 128
e 5 140
e 5 191
e 6 8
e 6 23
e 6 26
e 6 69
e 6 91
e 6 175
e 7 26
e 7 34
e 7 40
e 7 51
e 7 53
e 7 72
e 7 89
e 7 129
e 7 152
e 7 163
e 8 30
e 8 39
e 8 132
e 8 134
e 8 160
e 8 166
e 8 191
e 8 192
e 8 198
e 9 17
e 9 21
e 9 54
e 9 104
e 9 121
e 9 195
e 10 39
e 10 41
e 10 67
e 10 83
e 10 89
e 10 114
e 10 138
e 10 149
e 10 153
e 10 172
e 10 191
e 10 196
e 11 32
e 11 38
e 11 45
e 11 61
e 11 85
e 11 96
e 11 138
e 11 142
e 11 146
e 12 99
e 12 111
e 12 123
e 12 136
e 12 179
e 12 185
e 12 189
e 12 191
e 13 35
e 13 63
e 13 115
e 13 117
e 13 142
e 13 157
e 13 173
e 13 181
e 14 48
e 14 99
e 14 105
e 14 128
e 14 163
e 14 164
e 14 168
e 14 174
e 14 183
e 15 19
e 15 39
e 15 68
e 15 80
e 15 84
e 15 98
e 15 109
e 15 119
e 15 128
e 15 150
e 15 161
e 15 163
e 15 164
e 15 193
e 16 19
e 16 53
e 16 115
e 16 128
e 16 142
e 16 148
e 16 155
e 17 23
e 17 47
e 17 167
e 18 44
e 18 51
e 18 59
e 18 72
e 18 85
e 18 115
e 19 21
e 19 67
e 19 74
e 19 114
e 19 129
e 19 141
e 19 153
e 19 162
e 19 184
e 19 197
e 20 46
e 20 52
e 20 83
e 20 115
e 20 120
e 20 124
e 20 127
e 20 143
e 20 146
e 20 147
e 20 193
e 20 200
e 21 28
e 21 55
e 21 68
e 21 70
e 21 115
e 21 120
e 21 131
e 21 135
e 21 143
e 21 144
e 21 186
e 21 191
e 22 76
e 22 100
e 22 104
e 22 106
e 22 107
e 22 139
e 22 152
e 22 155
e 22 173
e 22 184
e 22 188
e 22 200
e 23 28
e 23 81
e 23 97
e 23 110
e 23 120
e 23 155
e 23 177
e 24 29
e 24 67
e 24 68
e 24 105
