n 200 
m 1017
e 1 2
e 1 25
e 1 45
e 1 48
e 1 62
e 1 79
e 1 122
e 1 123
e 1 126
e 2 14
e 2 77
e 2 115
e 2 152
e 2 157
e 2 170
e 2 181
e 2 182
e 2 192
e 3 11
e 3 90
e 3 109
e 3 130
e 3 137
e 3 164
e 3 179
e 3 198
e 4 46
e 4 63
e 4 82
e 4 98
e 4 123
e 4 134
e 4 150
e 4 159
e 4 160
e 4 170
e 4 189
e 5 16
e 5 27
e 5 34
e 5 62
e 5 76
e 5 106
e 5 122
e 5 131
e 5 162
e 5 176
e 6 24
e 6 42
e 6 76
e 6 98
e 6 103
e 6 131
e 6 140
e 6 143
e 7 32
e 7 49
e 7 79
e 7 134
e 7 144
e 7 192
e 8 32
e 8 70
e 8 83
e 8 104
e 8 115
e 8 147
e 8 159
e 8 163
e 8 165
e 8 168
e 8 175
e 8 180
e 8 184
e 8 192
e 9 12
e 9 27
e 9 82
e 9 97
e 9 113
e 9 140
e 9 149
e 9 186
e 9 200
e 10 40
e 10 44
e 10 54
e 10 81
e 10 85
e 10 94
e 10 108
e 10 121
e 10 124
e 10 138
e 10 145
e 10 166
e 10 169
e 10 186
e 11 14
e 11 53
e 11 60
e 11 64
e 11 75
e 11 77
e 11 86
e 11 87
e 11 98
e 11 123
e 11 129
e 11 140
e 11 143
e 11 147
e 11 172
e 11 191
e 12 20
e 12 36
e 12 38
e 12 61
e 12 68
e 12 133
e 12 134
e 12 139
e 12 148
e 12 198
e 13 70
e 13 100
e 13 102
e 13 103
e 13 142
e 13 145
e 13 150
e 13 158
e 13 189
e 13 194
e 14 32
e 14 54
e 14 82
e 14 83
e 14 95
e 14 103
e 14 131
e 14 147
e 14 148
e 14 187
e 14 196
e 15 16
e 15 36
e 15 38
e 15 47
e 15 48
e 15 54
e 15 57
e 15 76
e 15 85
e 15 94
e 15 96
e 15 106
e 15 125
e 15 140
e 15 165
e 15 180
e 15 192
e 16 53
e 16 63
e 16 71
e 16 81
e 16 86
e 16 89
e 16 94
e 16 98
e 16 99
e 16 108
e 16 109
e 16 140
e 16 146
e 16 148
e 16 159
e 16 198
e 17 27
e 17 35
e 17 36
e 17 93
e 17 99
e 17 100
e 17 116
e 17 152
e 17 198
e 17 200
e 18 37
e 18 44
e 18 171
e 19 20
e 19 70
e 19 78
e 19 86
e 19 117
e 19 130
e 19 137
e 19 140
e 19 156
e 19 160
e 19 163
e 19 176
e 20 26
e 20 61
e 20 97
e 20 140
e 20 142
e 20 145
e 20 155
e 20 193
e 20 198
e 21 32
e 21 40
e 21 47
e 21 59
e 21 70
e 21 117
e 21 126
e 21 135
e 21 145
e 21 173
e 22 41
e 22 81
e 22 86
e 22 148
e 22 151
e 22 177
e 22 188
e 22 195
e 23 31
e 23 70
e 23 76
e 23 116
e 23 124
e 23 137
e 23 160
e 23 168
e 23 174
e 23 188
e 23 191
e 23 193
e 24 32
e 24 37
e 24 44
e 24 50
e 24 75
e 24 93
e 24 106
e 24 163
e 24 174
e 25 46
e 25 52
e 25 71
e 25 94
e 25 146
e 25 159
e 25 172
e 25 189
e 26 37
e 26 65
e 26 70
e 26 107
e 26 132
e 26 139
e 26 143
e 26 162
e 26 191
e 27 51
e 27 104
e 27 108
e 27 128
e 27 194
e 27 196
e 28 40
e 28 61
e 28 80
e 28 90
e 28 98
e 28 99
e 28 106
e 28 121
e 28 133
e 28 195
e 29 41
e 29 86
e 29 105
e 29 110
e 29 122
e 29 146
e 29 152
e 29 184
e 29 187
e 30 56
e 30 61
e 30 76
e 30 86
e 30 90
e 30 100
e 30 136
e 30 159
e 30 160
e 30 194
e 31 46
e 31 48
e 31 62
e 31 90
e 31 134
e 31 160
e 31 168
e 31 187
e 31 193
e 32 37
e 32 44
e 32 66
e 32 76
e 32 81
e 32 88
e 32 91
e 32 108
e 32 109
e 32 170
e 32 176
e 32 189
e 32 195
e 33 115
e 33 116
e 33 118
e 33 150
e 33 151
e 33 190
e 33 195
e 34 60
e 34 72
e 34 91
e 34 94
e 34 165
e 34 187
e 35 54
e 35 62
e 35 66
e 35 82
e 35 108
e 35 122
e 35 131
e 35 148
e 35 160
e 36 44
e 36 93
e 36 95
e 36 154
e 36 162
e 36 182
e 37 38
