n 200 
m 2964
e 1 2
e 1 4
e 1 20
e 1 21
e 1 26
e 1 30
e 1 37
e 1 42
e 1 46
e 1 51
e 1 55
e 1 59
e 1 60
e 1 87
e 1 90
e 1 93
e 1 94
e 1 96
e 1 116
e 1 119
e 1 120
e 1 126
e 1 135
e 1 136
e 1 164
e 1 175
e 1 182
e 1 196
e 1 198
e 1 200
e 2 6
e 2 10
e 2 18
e 2 28
e 2 34
e 2 48
e 2 50
e 2 55
e 2 56
e 2 64
e 2 69
e 2 71
e 2 72
e 2 81
e 2 90
e 2 98
e 2 112
e 2 128
e 2 136
e 2 137
e 2 142
e 2 143
e 2 144
e 2 145
e 2 165
e 2 167
e 2 168
e 2 186
e 2 187
e 2 190
e 2 192
e 2 196
e 3 8
e 3 36
e 3 45
e 3 53
e 3 57
e 3 70
e 3 73
e 3 87
e 3 88
e 3 91
e 3 95
e 3 128
e 3 132
e 3 136
e 3 142
e 3 144
e 3 146
e 3 151
e 3 155
e 3 157
e 3 163
e 3 165
e 3 168
e 3 178
e 3 198
e 4 24
e 4 27
e 4 34
e 4 39
e 4 43
e 4 44
e 4 51
e 4 52
e 4 62
e 4 66
e 4 73
e 4 75
e 4 91
e 4 97
e 4 104
e 4 106
e 4 108
e 4 112
e 4 115
e 4 118
e 4 125
e 4 129
e 4 130
e 4 131
e 4 142
e 4 148
e 4 155
e 4 170
e 4 172
e 4 174
e 4 178
e 4 188
e 4 189
e 5 11
e 5 15
e 5 28
e 5 47
e 5 61
e 5 65
e 5 70
e 5 107
e 5 125
e 5 133
e 5 135
e 5 145
e 5 159
e 5 164
e 5 170
e 5 171
e 5 174
e 5 187
e 6 13
e 6 27
e 6 30
e 6 38
e 6 51
e 6 53
e 6 54
e 6 64
e 6 65
e 6 66
e 6 75
e 6 78
e 6 79
e 6 88
e 6 89
e 6 90
e 6 92
e 6 94
e 6 100
e 6 102
e 6 106
e 6 111
e 6 117
e 6 118
e 6 124
e 6 125
e 6 129
e 6 136
e 6 144
e 6 150
e 6 152
e 6 153
e 6 154
e 6 156
e 6 173
e 6 175
e 6 177
e 6 180
e 6 182
e 6 186
e 6 190
e 6 199
e 7 9
e 7 32
e 7 33
e 7 41
e 7 44
e 7 57
e 7 62
e 7 66
e 7 76
e 7 80
e 7 116
e 7 124
e 7 140
e 7 144
e 7 157
e 7 161
e 7 163
e 7 166
e 7 173
e 7 183
e 7 186
e 7 189
e 7 197
e 7 199
e 8 28
e 8 31
e 8 34
e 8 36
e 8 39
e 8 44
e 8 45
e 8 52
e 8 53
e 8 58
e 8 60
e 8 62
e 8 67
e 8 73
e 8 76
e 8 79
e 8 81
e 8 97
e 8 111
e 8 117
e 8 127
e 8 140
e 8 148
e 8 165
e 8 168
e 8 169
e 8 174
e 8 176
e 8 178
e 8 185
e 8 191
e 8 192
e 8 199
e 8 200
e 9 21
e 9 44
e 9 56
e 9 57
e 9 58
e 9 59
e 9 65
e 9 66
e 9 67
e 9 74
e 9 78
e 9 89
e 9 93
e 9 96
e 9 98
e 9 100
e 9 106
e 9 133
e 9 134
e 9 137
e 9 154
e 9 155
e 9 158
e 9 163
e 9 164
e 9 179
e 9 191
e 9 192
e 10 16
e 10 31
e 10 45
e 10 46
e 10 49
e 10 55
e 10 58
e 10 70
e 10 71
e 10 82
e 10 87
e 10 98
e 10 102
e 10 119
e 10 121
e 10 139
e 10 142
e 10 147
e 10 148
e 10 163
e 10 171
e 10 175
e 10 180
e 10 191
e 10 199
e 11 15
e 11 21
e 11 28
e 11 38
e 11 43
e 11 49
e 11 54
e 11 56
e 11 69
e 11 73
e 11 75
e 11 85
e 11 92
e 11 95
e 11 110
e 11 111
e 11 112
e 11 114
e 11 131
e 11 140
e 11 154
e 11 155
e 11 167
e 11 184
e 11 191
e 11 196
e 12 15
e 12 16
e 12 23
e 12 24
e 12 26
e 12 69
e 12 74
e 12 79
e 12 89
e 12 101
e 12 110
e 12 115
e 12 119
e 12 128
e 12 130
e 12 142
e 12 157
e 12 164
e 12 165
e 12 169
e 12 172
e 12 175
e 12 179
e 12 180
e 12 185
e 12 188
e 12 190
e 12 193
e 13 21
e 13 25
e 13 27
e 13 29
e 13 31
e 13 40
e 13 41
e 13 47
e 13 52
e 13 59
e 13 61
e 13 87
e 13 90
e 13 96
e 13 98
e 13 101
e 13 109
e 13 111
e 13 113
e 13 116
e 13 122
e 13 125
e 13 131
e 13 142
e 13 143
e 13 149
e 13 155
e 13 156
e 13 163
e 13 165
e 13 166
e 13 168
e 13 178
e 13 185
e 13 190
e 13 191
e 14 21
e 14 24
e 14 52
e 14 54
e 14 65
e 14 66
e 14 74
e 14 82
e 14 93
e 14 95
e 14 104
e 14 117
e 14 119
e 14 127
e 14 129
e 14 130
e 14 131
e 14 136
e 14 154
e 14 156
e 14 159
e 14 172
e 14 176
e 14 180
e 14 182
e 14 186
e 14 191
e 14 194
e 14 198
e 14 200
e 15 18
e 15 23
e 15 25
e 15 30
e 15 32
e 15 34
e 15 39
e 15 41
e 15 42
e 15 44
e 15 48
e 15 52
e 15 58
e 15 65
e 15 66
