n 200 
m 1027
e 1 32
e 1 65
e 1 150
e 1 153
e 1 157
e 1 182
e 1 195
e 1 196
e 1 200
e 2 12
e 2 20
e 2 24
e 2 29
e 2 36
e 2 53
e 2 87
e 2 128
e 2 134
e 2 148
e 2 153
e 2 180
e 3 14
e 3 18
e 3 46
e 3 73
e 3 104
e 3 105
e 3 134
e 3 141
e 3 154
e 4 7
e 4 40
e 4 65
e 4 97
e 4 104
e 4 113
e 4 168
e 4 182
e 4 184
e 5 15
e 5 22
e 5 26
e 5 36
e 5 49
e 5 66
e 5 68
e 5 100
e 5 141
e 5 161
e 5 184
e 6 9
e 6 48
e 6 64
e 6 87
e 6 100
e 6 101
e 6 115
e 6 133
e 6 141
e 7 29
e 7 45
e 7 49
e 7 189
e 7 190
e 8 24
e 8 63
e 8 68
e 8 73
e 8 82
e 8 108
e 8 158
e 9 31
e 9 41
e 9 64
e 9 67
e 9 88
e 9 96
e 9 102
e 9 106
e 9 116
e 9 126
e 9 143
e 9 160
e 9 174
e 10 32
e 10 70
e 10 80
e 10 124
e 10 126
e 10 127
e 10 133
e 10 192
e 10 197
e 11 56
e 11 71
e 11 102
e 11 144
e 11 146
e 11 154
e 11 157
e 11 185
e 12 13
e 12 35
e 12 49
e 12 68
e 12 74
e 12 85
e 12 90
e 12 103
e 12 120
e 12 123
e 12 127
e 12 141
e 12 173
e 13 19
e 13 27
e 13 41
e 13 70
e 13 100
e 13 113
e 13 138
e 13 167
e 13 168
e 13 182
e 13 194
e 14 23
e 14 57
e 14 118
e 14 147
e 14 150
e 14 153
e 14 180
e 15 23
e 15 27
e 15 55
e 15 63
e 15 87
e 15 98
e 15 103
e 15 109
e 15 174
e 16 111
e 16 126
e 16 138
e 16 145
e 17 45
e 17 48
e 17 63
e 17 75
e 17 125
e 17 134
e 17 147
e 18 43
e 18 51
e 18 91
e 18 114
e 18 116
e 18 125
e 18 157
e 18 194
e 19 27
e 19 35
e 19 36
e 19 74
e 19 78
e 19 108
e 19 112
e 19 187
e 19 193
e 19 197
e 20 26
e 20 36
e 20 44
e 20 72
e 20 73
e 20 77
e 20 79
e 20 124
e 20 144
e 20 157
e 20 165
e 20 189
e 21 46
e 21 79
e 21 113
e 21 150
e 21 169
e 21 184
e 21 188
e 21 196
e 22 62
e 22 100
e 22 117
e 22 183
e 23 32
e 23 61
e 23 66
e 23 74
e 23 83
e 23 90
e 23 142
e 23 155
e 23 165
e 24 81
e 24 106
e 24 126
e 24 139
e 24 148
e 24 152
e 24 162
e 24 185
e 25 37
e 25 51
e 25 62
e 25 87
e 25 94
e 25 147
e 25 149
e 25 181
e 25 198
e 26 46
e 26 77
e 26 119
e 26 125
e 26 172
e 26 177
e 27 35
e 27 39
e 27 44
e 27 57
e 27 58
e 27 68
e 27 102
e 27 112
e 27 115
e 27 128
e 27 141
e 27 164
e 27 185
e 27 192
e 28 75
e 28 77
e 28 101
e 28 118
e 28 129
e 28 136
e 28 166
e 29 37
e 29 47
e 29 73
e 29 125
e 29 139
e 29 150
e 29 158
e 29 160
e 30 51
e 30 95
e 30 98
e 30 99
e 30 100
e 30 105
e 30 152
e 30 153
e 30 167
e 30 179
e 30 181
e 30 182
e 30 194
e 30 200
e 31 37
e 31 48
e 31 53
e 31 71
e 31 84
e 31 116
e 31 131
e 31 134
e 31 160
e 31 168
e 31 191
e 32 110
e 32 120
e 32 150
e 32 186
e 32 189
e 33 63
e 33 119
e 33 132
e 33 135
e 33 166
e 33 167
e 33 170
e 33 175
e 33 186
e 34 59
e 34 85
e 34 106
e 34 119
e 34 149
e 34 156
e 34 172
e 34 176
e 34 186
e 34 195
e 34 197
e 35 73
e 35 100
e 35 115
e 35 195
e 36 49
e 36 57
e 36 66
e 36 68
e 36 71
e 36 82
e 36 105
e 36 127
e 36 148
e 36 192
e 36 198
e 37 39
e 37 88
e 37 128
e 37 144
e 37 150
e 37 157
e 37 160
e 37 168
e 37 176
e 37 186
e 38 39
e 38 51
e 38 90
e 38 142
e 38 151
e 38 180
e 38 194
e 38 198
e 39 50
e 39 52
e 39 64
e 39 75
e 39 83
e 39 90
e 39 102
e 39 116
e 39 122
e 39 126
e 39 130
e 40 44
e 40 63
e 40 91
e 40 92
e 40 117
e 40 138
e 40 168
e 40 194
e 41 52
e 41 57
e 41 83
e 41 115
e 41 124
e 41 141
e 42 51
e 42 52
e 42 77
e 42 106
e 42 107
e 42 125
e 42 168
e 42 179
e 42 200
e 43 48
e 43 68
e 43 81
e 43 89
e 43 122
e 43 123
e 43 154
e 43 181
e 43 182
e 43 188
e 43 195
e 44 52
e 44 63
e 44 86
e 44 100
e 44 101
e 44 135
e 44 174
e 44 179
e 44 182
e 45 76
e 45 82
e 45 115
e 45 160
e 45 178
e 45 182
e 45 187
e 45 193
e 46 49
e 46 51
e 46 95
e 46 99
e 46 108
e 46 135
e 46 142
e 46 166
e 46 173
e 46 198
e 47 50
e 47 75
e 47 84
e 47 91
e 47 106
e 47 123
e 47 164
e 47 174
e 47 192
e 47 195
e 48 61
e 48 89
e 48 93
e 48 99
e 48 100
e 48 122
e 48 149
e 48 154
e 48 195
e 48 196
e 49 91
e 49 92
e 49 94
e 49 134
e 49 143
e 49 145
e 49 164
e 49 170
e 49 185
e 49 197
e 50 63
e 50 139
e 50 189
e 51 71
e 51 96
e 51 98
e 51 99
e 51 111
e 51 117
e 51 123
e 51 137
e 52 54
e 52 72
e 52 76
e 52 79
e 52 96
e 52 100
e 52 109
e 52 177
e 52 197
e 53 64
e 53 73
e 53 104
e 53 178
e 54 59
e 54 102
e 54 107
e 54 127
e 54 147
e 54 194
e 55 101
e 55 108
e 55 131
e 55 136
e 55 148
e 55 157
e 55 179
e 56 79
e 56 81
e 56 103
e 56 106
e 56 126
e 56 142
e 56 163
e 56 184
e 57 61
e 57 77
e 57 84
e 57 117
e 57 118
e 57 151
e 57 172
e 58 60
e 58 66
e 58 67
e 58 76
e 58 91
e 58 100
e 58 125
e 58 141
e 58 150
e 58 165
e 58 169
e 58 182
e 59 74
e 59 96
e 59 118
e 59 138
e 60 66
e 60 67
e 60 71
e 60 86
e 60 89
e 60 100
e 60 105
e 60 157
e 60 181
e 61 64
e 61 67
e 61 89
e 61 108
e 61 122
e 61 152
e 61 177
e 61 178
e 61 188
e 61 196
e 62 69
e 62 161
e 62 186
e 62 194
e 63 109
e 63 129
e 63 161
e 63 180
e 63 184
e 64 72
e 64 104
e 64 146
e 64 152
e 64 178
e 64 192
e 65 73
e 65 74
e 65 85
e 65 90
e 65 97
e 65 113
e 65 130
e 65 171
e 65 183
e 65 185
e 65 192
e 66 120
e 66 131
e 66 177
e 66 188
e 67 92
e 67 129
e 67 143
e 67 145
e 67 164
e 67 172
e 68 79
e 68 124
e 69 78
e 69 95
e 69 124
e 69 156
e 70 73
e 70 86
e 70 101
e 70 136
e 70 141
e 70 148
e 70 183
e 71 87
e 71 134
e 71 144
e 71 153
e 71 160
e 72 83
e 72 146
e 72 153
e 72 154
e 72 161
e 72 173
e 73 101
e 73 127
e 73 179
e 74 85
e 74 114
e 74 119
e 74 131
e 74 152
e 74 158
e 74 199
e 75 94
e 75 104
e 75 165
e 75 184
e 76 98
e 76 123
e 76 124
e 76 171
e 76 184
e 77 86
e 77 93
e 77 95
e 77 106
e 77 143
e 77 160
e 77 178
e 78 88
e 78 146
e 78 151
e 78 161
e 78 173
e 79 103
e 79 118
e 79 130
e 79 144
e 79 177
e 79 193
e 79 198
e 80 114
e 80 143
e 80 174
e 80 188
e 80 192
e 81 99
e 81 116
e 81 156
e 81 159
e 82 118
e 82 135
e 82 169
e 82 180
e 82 186
e 83 87
e 83 115
e 83 195
e 84 87
e 84 130
e 84 178
e 84 181
e 85 107
e 85 111
e 85 114
e 85 116
e 85 118
e 85 126
e 85 138
e 85 140
e 85 157
e 85 175
e 85 181
e 85 192
e 85 197
e 86 122
e 86 133
e 86 159
e 86 160
e 86 170
e 86 194
e 87 97
e 87 125
e 87 184
e 87 192
e 87 193
e 88 118
e 88 170
e 88 173
e 88 178
e 88 183
e 89 91
e 89 92
e 89 102
e 89 184
e 90 93
e 90 110
e 90 134
e 90 165
e 90 168
e 90 173
e 90 189
e 90 198
e 91 100
e 91 101
e 91 110
e 91 144
e 91 145
e 91 146
e 91 180
e 91 188
e 92 129
e 92 146
e 92 160
e 92 184
e 92 185
e 92 192
e 92 198
e 93 122
e 93 141
e 93 156
e 93 166
e 93 168
e 93 172
e 93 186
e 93 187
e 93 192
e 94 118
e 94 134
e 94 174
e 95 100
e 95 115
e 95 118
e 95 122
e 95 127
e 95 143
e 95 144
e 96 99
e 96 104
e 96 135
e 96 181
e 96 189
e 97 130
e 97 131
e 97 186
e 98 106
e 98 144
e 98 179
e 99 100
e 99 108
e 99 132
e 99 163
e 99 173
e 100 161
e 100 163
e 100 187
e 100 190
e 101 131
e 101 176
e 101 182
e 102 135
e 102 138
e 102 183
e 102 199
e 103 120
e 103 161
e 103 176
e 103 182
e 103 188
e 104 112
e 104 120
e 104 121
e 104 125
e 104 127
e 104 139
e 104 165
e 104 185
e 104 196
e 105 118
e 105 137
e 105 168
e 105 181
e 106 120
e 106 163
e 107 113
e 107 115
e 107 116
e 107 123
e 107 126
e 107 131
e 107 147
e 107 176
e 107 197
e 108 114
e 108 116
e 108 125
e 108 126
e 108 130
e 108 138
e 108 159
e 108 177
e 108 183
e 109 144
e 109 167
e 109 168
e 109 189
e 109 200
e 110 125
e 110 137
e 110 149
e 110 150
e 110 153
e 110 155
e 110 156
e 110 163
e 110 179
e 111 123
e 111 132
e 111 149
e 111 186
e 112 123
e 112 135
e 112 137
e 112 142
e 112 175
e 113 148
e 113 179
e 113 180
e 113 181
e 113 188
e 113 198
e 114 140
e 114 154
e 115 119
e 115 132
e 115 142
e 115 182
e 115 183
e 116 117
e 116 119
e 116 148
e 116 153
e 116 154
e 117 162
e 117 180
e 117 184
e 118 123
e 118 133
e 118 134
e 118 139
e 118 151
e 118 172
e 119 139
e 119 178
e 120 121
e 120 124
e 120 145
e 120 160
e 120 163
e 120 165
e 120 172
e 120 193
e 121 124
e 121 127
e 121 148
e 121 162
e 122 155
e 122 185
e 122 187
e 123 153
e 123 198
e 124 125
e 124 129
e 124 139
e 124 176
e 124 194
e 125 177
e 125 200
e 126 128
e 126 161
e 126 170
e 126 198
e 127 131
e 127 159
e 127 161
e 127 162
e 127 163
e 127 184
e 128 133
e 128 157
e 128 161
e 128 164
e 128 178
e 128 186
e 128 192
e 128 194
e 130 139
e 130 146
e 130 181
e 130 185
e 130 197
e 130 200
e 131 132
e 131 142
e 132 143
e 132 187
e 132 195
e 133 174
e 133 188
e 134 159
e 134 181
e 135 144
e 135 176
e 135 179
e 135 181
e 136 148
e 136 149
e 136 151
e 136 172
e 136 175
e 136 189
e 137 138
e 137 139
e 137 167
e 137 186
e 137 188
e 138 141
e 138 175
e 139 152
e 139 157
e 140 149
e 140 155
e 140 159
e 140 169
e 140 172
e 140 186
e 140 191
e 141 151
e 141 168
e 141 186
e 142 163
e 143 151
e 143 155
e 143 167
e 143 168
e 143 195
e 143 199
e 144 172
e 144 188
e 144 198
e 146 148
e 146 174
e 146 183
e 147 166
e 147 171
e 147 179
e 147 192
e 147 195
e 148 186
e 149 152
e 149 174
e 149 187
e 150 182
e 150 184
e 150 196
e 151 189
e 151 193
e 151 194
e 152 165
e 152 193
e 153 157
e 153 165
e 153 166
e 153 187
e 154 164
e 154 166
e 154 197
e 155 170
e 155 183
e 155 186
e 156 181
e 156 194
e 157 181
e 157 184
e 158 159
e 159 171
e 159 178
e 159 190
e 159 193
e 160 165
e 160 171
e 160 175
e 160 181
e 160 187
e 160 200
e 161 163
e 161 176
e 161 178
e 161 188
e 161 193
e 161 196
e 161 198
e 162 164
e 162 167
e 162 179
e 162 181
e 162 199
e 163 167
e 163 178
e 164 199
e 165 194
e 165 199
e 166 173
e 166 181
e 167 197
e 169 185
e 169 193
e 169 196
e 169 199
e 170 192
e 171 180
e 171 186
e 171 196
e 172 190
e 172 191
e 174 192
e 176 188
e 178 200
e 179 183
e 179 198
e 180 187
e 180 190
e 180 196
e 181 183
e 181 195
e 182 196
e 184 199
e 185 192
e 186 198
e 189 192
e 189 195
e 190 199
e 193 200
