n 200 
m 983
e 1 5
e 1 9
e 1 22
e 1 62
e 1 66
e 1 89
e 1 91
e 1 93
e 1 100
e 1 109
e 1 123
e 1 171
e 1 172
e 2 47
e 2 112
e 2 126
e 2 184
e 3 66
e 3 74
e 3 80
e 3 111
e 3 134
e 3 144
e 3 150
e 3 161
e 3 200
e 4 5
e 4 18
e 4 33
e 4 75
e 4 76
e 4 101
e 4 105
e 4 106
e 4 126
e 4 141
e 4 142
e 4 146
e 4 153
e 4 189
e 4 191
e 4 195
e 5 21
e 5 29
e 5 43
e 5 65
e 5 101
e 5 105
e 5 181
e 5 183
e 6 21
e 6 56
e 6 124
e 6 140
e 6 160
e 6 173
e 6 176
e 6 190
e 6 199
e 7 13
e 7 64
e 7 71
e 7 82
e 7 87
e 7 139
e 7 182
e 8 40
e 8 59
e 8 63
e 8 110
e 8 113
e 8 118
e 8 168
e 8 186
e 8 188
e 9 13
e 9 48
e 9 80
e 9 110
e 9 122
e 9 135
e 9 155
e 9 159
e 10 38
e 10 52
e 10 59
e 10 66
e 10 121
e 10 123
e 10 137
e 10 172
e 10 174
e 10 179
e 11 21
e 11 65
e 11 68
e 11 123
e 11 137
e 11 158
e 11 186
e 12 30
e 12 34
e 12 48
e 12 62
e 12 63
e 12 75
e 12 139
e 13 14
e 13 18
e 13 67
e 13 71
e 13 112
e 13 131
e 13 133
e 13 138
e 13 150
e 13 170
e 14 92
e 14 97
e 14 107
e 14 115
e 14 119
e 14 159
e 15 25
e 15 43
e 15 72
e 15 79
e 15 144
e 15 145
e 15 152
e 15 165
e 15 173
e 15 182
e 15 187
e 16 38
e 16 42
e 16 65
e 16 79
e 16 113
e 16 120
e 17 49
e 17 64
e 17 96
e 17 98
e 17 105
e 17 112
e 17 162
e 17 177
e 17 180
e 17 185
e 18 37
e 18 76
e 18 106
e 18 117
e 18 124
e 18 133
e 18 138
e 18 140
e 18 166
e 18 182
e 18 187
e 19 34
e 19 73
e 19 102
e 19 107
e 19 127
e 20 74
e 20 85
e 20 117
e 20 126
e 20 130
e 20 165
e 20 174
e 20 181
e 20 195
e 21 33
e 21 49
e 21 74
e 21 146
e 21 158
e 21 165
e 21 200
e 22 24
e 22 29
e 22 49
e 22 64
e 22 108
e 22 122
e 22 129
e 22 136
e 22 146
e 22 173
e 22 190
e 23 46
e 23 73
e 23 103
e 23 134
e 24 57
e 24 93
e 24 123
e 24 132
e 24 141
e 24 180
e 25 29
e 25 45
e 25 95
e 25 121
e 25 129
e 25 158
e 26 61
e 26 64
e 26 73
e 26 77
e 26 87
e 26 129
e 26 177
e 26 185
e 26 188
e 26 200
e 27 46
e 27 80
e 27 90
e 27 98
e 27 125
e 27 133
e 27 172
e 28 42
e 28 61
e 28 72
e 28 79
e 28 98
e 29 43
e 29 128
e 30 93
e 30 110
e 30 121
e 30 133
e 30 178
e 30 184
e 30 192
e 31 41
e 31 47
e 31 65
e 31 68
e 31 73
e 31 79
e 31 81
e 31 104
e 31 123
e 31 130
e 31 147
e 31 168
e 32 49
e 32 84
e 32 115
e 32 123
e 32 131
e 32 144
e 32 145
e 32 171
e 32 190
e 32 194
e 33 54
e 33 58
e 33 111
e 33 135
e 33 142
e 33 144
e 33 155
e 33 158
e 33 160
e 33 164
e 33 183
e 34 39
e 34 93
e 34 119
e 34 137
e 34 164
e 35 50
e 35 73
e 35 92
e 35 176
e 36 42
e 36 43
e 36 88
e 36 132
e 36 142
e 36 145
e 36 161
e 36 180
e 36 182
e 37 41
e 37 46
e 37 52
e 37 56
e 37 68
e 37 70
e 37 96
e 37 142
e 37 173
e 37 174
e 37 177
e 38 46
e 38 80
e 38 88
e 38 97
e 38 104
e 38 105
e 38 164
e 38 196
e 39 42
e 39 69
e 39 83
e 39 84
e 39 108
e 39 131
e 39 148
e 39 152
e 39 162
e 39 172
e 39 174
e 39 182
e 39 195
e 40 53
e 40 68
e 40 70
e 40 80
e 40 103
e 40 140
e 40 178
e 40 193
e 41 44
e 41 45
e 41 69
e 41 91
e 41 110
e 41 142
e 41 150
e 41 168
e 41 169
e 41 172
e 41 178
e 41 193
e 42 43
e 42 47
e 42 58
